YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2012,2012,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.8,,2.4,3.2,Gender,Male,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2014,2014,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.8,,2.5,3.1,Overall,Overall,POINT (-100.3735306369997 44.353130053000484),46,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2021,2021,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.3,5.3,,3.2,7.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,MEAN,RACE,MRC
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2015,2015,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,,2.9,4.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,BLK
2020,2020,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.8,,2.4,7.2,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2012,2012,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,HIS
2011,2011,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,2.6,5.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,BLK
2018,2018,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.2,6.2,,5.6,6.8,Gender,Female,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2016,2016,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.4,,3,3.9,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2021,2021,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.9,,3.5,4.3,Gender,Male,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2017,2017,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,2.9,2.9,,1.5,4.4,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2017,2017,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,OTH
2021,2021,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.2,4.2,,3.7,4.6,Race/Ethnicity,Hispanic,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,MEAN,RACE,HIS
2021,2021,TX,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.9,15.9,,10.6,23.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH2_0,CRDPREV,RACE,BLK
2011,2011,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,MRC
2016,2016,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.3,18.3,,15.2,21.8,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2019,2019,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,HIS
2014,2014,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,4.2,,3.5,4.9,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2015,2015,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2012,2012,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.2,3.2,,2.8,3.6,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2018,2018,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,3.6,4.5,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM
2011,2011,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,MRC
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,MRC
2017,2017,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,,2.6,4.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,BLK
2020,2020,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,9.1,9.1,,5.6,12.6,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,MRC
2012,2012,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.3,3.3,,1.9,4.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2013,2013,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.2,17.2,,13.9,20.9,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,WHT
2021,2021,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.9,,4.5,5.3,Race/Ethnicity,"White, non-Hispanic",POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,MEAN,RACE,WHT
2011,2011,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,3.8,,3.3,4.2,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,OVERALL,OVR
2018,2018,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.7,5.7,,2.6,8.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,OTH
2019,2019,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,19.6,19.6,,17,22.5,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,WHT
2018,2018,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.4,21.4,,17.6,25.7,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2021,2021,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,3.6,4.4,Race/Ethnicity,Hispanic,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
2017,2017,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,4,4.6,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,OVERALL,OVR
2014,2014,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,5.5,,4.9,6.1,Gender,Female,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2018,2018,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,5.1,,4.8,5.5,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2012,2012,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.7,,4.3,5.1,Gender,Female,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2020,2020,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.2,18.2,,11.8,27.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,BLK
2019,2019,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.6,,3.8,5.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,BLK
2019,2019,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.5,4.5,,2.2,6.8,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.7,3.7,,3.4,4,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,OVERALL,OVR
2016,2016,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,4.4,,4.1,4.7,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2013,2013,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,MRC
2014,2014,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,OTH
2016,2016,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,HIS
2015,2015,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.3,,4,4.6,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,OVERALL,OVR
2012,2012,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4,4,,3.7,4.3,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2018,2018,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.3,16.3,,11.2,23.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,BLK
2015,2015,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,OTH
2017,2017,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.2,7.2,,4.1,10.3,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,3.4,,2.7,4.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,BLK
2015,2015,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,5.5,,3,8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2020,2020,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.1,5.1,,4.6,5.5,Race/Ethnicity,"White, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,WHT
2011,2011,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2019,2019,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,,2.6,6.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,OTH
2016,2016,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.4,5.4,,4.9,5.8,Gender,Female,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF
2012,2012,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.5,14.5,,12.1,17.3,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2014,2014,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.9,,4.4,5.3,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR
2017,2017,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,MRC
2021,2021,TX,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14,14,,11.6,16.7,Race/Ethnicity,Hispanic,POINT (-99.42677020599967 31.827240407000488),48,MTH,MTH2_0,CRDPREV,RACE,HIS
2011,2011,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,HIS
2016,2016,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.5,,3,3.9,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,GENDER,GENM
2020,2020,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,,,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,OTH
2020,2020,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.6,,2.5,6.8,Race/Ethnicity,Hispanic,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,HIS
2015,2015,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.5,15.5,,12.5,19,Overall,Overall,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,OVERALL,OVR
2012,2012,TN,Tennessee,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.2,14.2,,9.5,20.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH2_0,CRDPREV,RACE,BLK
2020,2020,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,7.5,7.5,,4.3,10.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,AGEADJMEAN,RACE,MRC
2012,2012,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,,,No data available,,,Race/Ethnicity,"Other, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,RACE,OTH
2018,2018,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4,4,,3.5,4.4,Gender,Male,POINT (-85.77449091399967 35.68094058000048),47,MTH,MTH1_0,MEAN,GENDER,GENM
