Year,State,Question,DataValueType,DataValue,Race/Ethnicity
2013,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2013,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Multiracial, non-Hispanic"
2013,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2013,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Black, non-Hispanic"
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.9,"Multiracial, non-Hispanic"
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2014,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2015,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2015,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.6,"Multiracial, non-Hispanic"
2015,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2015,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2016,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,Hispanic
2016,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Multiracial, non-Hispanic"
2016,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2016,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Black, non-Hispanic"
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,Hispanic
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Multiracial, non-Hispanic"
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Other, non-Hispanic"
2017,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Black, non-Hispanic"
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,Hispanic
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Other, non-Hispanic"
2018,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,Hispanic
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Other, non-Hispanic"
2019,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"White, non-Hispanic"
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Black, non-Hispanic"
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,Hispanic
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.1,"Multiracial, non-Hispanic"
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.7,"Other, non-Hispanic"
2020,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2021,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,Hispanic
2021,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.1,"Multiracial, non-Hispanic"
2021,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Other, non-Hispanic"
2021,Utah,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.3,"White, non-Hispanic"
2011,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.2,Hispanic
2011,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.8,"Multiracial, non-Hispanic"
2011,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Other, non-Hispanic"
2011,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2013,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Multiracial, non-Hispanic"
2013,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2013,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2014,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Multiracial, non-Hispanic"
2014,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Other, non-Hispanic"
2014,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2015,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,Hispanic
2015,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.7,"Multiracial, non-Hispanic"
2015,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Other, non-Hispanic"
2015,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"White, non-Hispanic"
2016,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.0,Hispanic
2016,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.7,"Multiracial, non-Hispanic"
2016,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Other, non-Hispanic"
2016,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2017,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.0,Hispanic
2017,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,"Multiracial, non-Hispanic"
2017,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Other, non-Hispanic"
2017,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2018,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.2,Hispanic
2018,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.1,"Multiracial, non-Hispanic"
2018,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Other, non-Hispanic"
2018,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2019,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.8,Hispanic
2019,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.3,"Multiracial, non-Hispanic"
2019,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Other, non-Hispanic"
2019,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.4,"White, non-Hispanic"
2020,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,9.4,"Multiracial, non-Hispanic"
2020,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Other, non-Hispanic"
2020,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"White, non-Hispanic"
2021,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,Hispanic
2021,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.6,"Multiracial, non-Hispanic"
2021,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.8,"Other, non-Hispanic"
2021,Vermont,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"White, non-Hispanic"
2016,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Black, non-Hispanic"
2016,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.4,Hispanic
2021,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2021,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,Hispanic
2021,Virgin Islands,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,"White, non-Hispanic"
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"Black, non-Hispanic"
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.6,Hispanic
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Multiracial, non-Hispanic"
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Other, non-Hispanic"
2011,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"White, non-Hispanic"
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Black, non-Hispanic"
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,Hispanic
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.4,"Multiracial, non-Hispanic"
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Other, non-Hispanic"
2013,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"White, non-Hispanic"
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Black, non-Hispanic"
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,Hispanic
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Multiracial, non-Hispanic"
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.8,"Other, non-Hispanic"
2014,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"Black, non-Hispanic"
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Hispanic
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.6,"Multiracial, non-Hispanic"
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,1.9,"Other, non-Hispanic"
2015,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.3,"White, non-Hispanic"
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Black, non-Hispanic"
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.0,"Multiracial, non-Hispanic"
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.3,"Other, non-Hispanic"
2016,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"Black, non-Hispanic"
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.7,"Multiracial, non-Hispanic"
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"Other, non-Hispanic"
2017,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,"White, non-Hispanic"
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,Hispanic
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,8.3,"Multiracial, non-Hispanic"
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2018,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"White, non-Hispanic"
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"Black, non-Hispanic"
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Other, non-Hispanic"
2019,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"White, non-Hispanic"
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,7.9,"Multiracial, non-Hispanic"
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2020,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"Black, non-Hispanic"
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.7,"Multiracial, non-Hispanic"
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Other, non-Hispanic"
2021,Virginia,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.8,"White, non-Hispanic"
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.5,"Black, non-Hispanic"
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.1,Hispanic
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Multiracial, non-Hispanic"
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,2.7,"Other, non-Hispanic"
2011,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.9,"White, non-Hispanic"
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.0,"Black, non-Hispanic"
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,Hispanic
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.9,"Multiracial, non-Hispanic"
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2013,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.4,"Black, non-Hispanic"
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,Hispanic
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2014,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.2,"Black, non-Hispanic"
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,5.9,"Multiracial, non-Hispanic"
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.0,"Other, non-Hispanic"
2015,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.6,"White, non-Hispanic"
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"Black, non-Hispanic"
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.8,Hispanic
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.0,"Multiracial, non-Hispanic"
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.2,"Other, non-Hispanic"
2016,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,"White, non-Hispanic"
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.3,"Black, non-Hispanic"
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.7,Hispanic
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,6.4,"Multiracial, non-Hispanic"
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,3.5,"Other, non-Hispanic"
2017,Washington,Recent mentally unhealthy days among adults aged >= 18 years,Mean,4.1,"White, non-Hispanic"
