Year,StateAbbr,State,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation
2015,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.4,12.6,18.7,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2019,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,2.3,5.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.8,4.3,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,3.3,7.2,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.6,4.3,4.9,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.0,5.0,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.3,15.1,34.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.4,3.1,3.7,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.1,4.6,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.3,3.9,6.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.9,4.5,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.1,11.5,27.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.1,3.0,5.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,2.8,5.8,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2017,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.2,13.8,33.6,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.8,3.3,4.2,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.5,3.1,3.9,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.2,3.9,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2021,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,26.8,23.4,30.5,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,3.8,6.5,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2017,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,14.0,10.1,19.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,3.3,6.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.8,12.3,20.0,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,3.7,5.9,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.4,5.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,11.8,6.9,19.4,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,3.5,5.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,25.2,15.0,39.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.9,4.4,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.0,5.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.4,1.2,3.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.0,3.5,4.5,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2018,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.8,19.2,24.8,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.3,5.0,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.9,10.3,23.6,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.0,4.7,5.3,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,4.4,5.1,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.9,1.9,4.0,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.7,4.3,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2017,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.7,9.6,24.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,22.3,12.1,37.6,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2012,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.4,5.0,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,4.6,5.4,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,2.5,4.7,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.4,4.0,6.7,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.0,4.8,7.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.8,4.3,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.4,2.0,4.8,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.3,4.8,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.9,3.6,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2020,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.7,12.9,23.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,3.8,2.7,4.8,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.7,5.3,6.0,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.4,5.2,Gender,Female,POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.2,3.9,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.2,4.5,7.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2015,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,16.8,13.8,20.3,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.4,15.6,21.6,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.8,4.8,6.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.9,4.1,5.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.6,5.2,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.3,3.9,4.6,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,3.8,5.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.7,4.2,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.5,6.0,7.0,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2017,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,17.0,14.5,19.8,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.2,3.9,4.4,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2011,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,28.2,20.1,38.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.9,4.6,5.3,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.1,3.7,6.4,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.6,4.2,5.1,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,4.1,6.8,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,4.1,4.8,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,18.7,15.8,21.9,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,10.3,5.9,17.7,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.5,4.1,6.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2019,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,23.2,20.2,26.6,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.5,4.9,Overall,Overall,POINT (-82.40426005599966 40.06021014100048)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,5.6,3.5,7.7,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,9.0,6.1,12.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.2,4.0,6.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2018,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,41.2,27.8,55.9,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2015,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,8.6,5.1,12.1,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,2.8,2.0,3.6,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2016,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,4.1,4.9,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.0,4.8,7.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.7,3.3,6.1,Race/Ethnicity,Hispanic,POINT (-97.52107021399968 35.47203135600046)
2013,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,4.1,6.0,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2013,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.0,3.9,6.1,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2020,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.5,3.1,5.9,Race/Ethnicity,"Other, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2014,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.6,3.5,7.7,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2021,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.7,4.3,7.2,Race/Ethnicity,"Black, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,3.1,3.9,Gender,Male,POINT (-82.40426005599966 40.06021014100048)
2011,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.0,3.6,4.5,Gender,Male,POINT (-97.52107021399968 35.47203135600046)
2011,OH,Ohio,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,15.4,12.8,18.4,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.8,4.5,5.2,Gender,Female,POINT (-97.52107021399968 35.47203135600046)
2018,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,5.4,3.9,7.0,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2019,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,6.0,4.3,7.8,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
2017,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.7,4.4,5.0,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,4.4,3.5,5.3,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2012,OK,Oklahoma,At least 14 recent mentally unhealthy days among women aged 18-44 years,%,Crude Prevalence,21.8,14.5,31.3,Race/Ethnicity,"Other, non-Hispanic",POINT (-97.52107021399968 35.47203135600046)
2015,OK,Oklahoma,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.1,3.7,4.4,Overall,Overall,POINT (-97.52107021399968 35.47203135600046)
2018,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,4.3,4.1,4.6,Race/Ethnicity,"White, non-Hispanic",POINT (-82.40426005599966 40.06021014100048)
2016,OH,Ohio,Recent mentally unhealthy days among adults aged >= 18 years,Number,Mean,6.0,3.5,8.6,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048)
